1	0	0	518.559	516.438
1	1	0	516.879	515.794
1	2	0	518.214	519.746
1	3	0	516.27	519.448
1	4	0	519.383	517.542
1	5	0	518.597	516.466
1	6	0	519.066	518.021
1	7	0	516.505	515.938
1	8	0	519.758	518.868
1	9	0	516.762	519.309
1	10	0	517.238	516.939
1	11	0	517.427	515.747
1	12	0	517.293	516.723
1	13	0	519.503	515.698
1	14	0	518.125	518.733
1	15	0	519.707	517.912
1	16	0	518.536	516.953
1	17	0	516.528	518.337
1	18	0	519.502	517.786
1	19	0	518.476	518.2
2	0	0	518.559	516.438
2	1	0	516.879	515.794
2	2	0	518.214	519.746
2	3	0	516.27	519.448
2	4	0	519.383	517.542
2	5	0	518.597	516.466
2	6	0	519.066	518.021
2	7	0	516.505	515.938
2	8	0	519.758	518.868
2	9	0	516.762	519.309
2	10	0	517.238	516.939
2	11	0	517.427	515.747
2	12	0	517.293	516.723
2	13	0	519.503	515.698
2	14	0	518.125	518.733
2	15	0	519.707	517.912
2	16	0	518.536	516.953
2	17	0	516.528	518.337
2	18	0	519.502	517.786
2	19	0	518.476	518.2
3	0	0	518.559	516.438
3	1	0	516.879	515.794
3	2	0	518.214	519.746
3	3	0	516.27	519.448
3	4	0	519.383	517.542
3	5	0	518.597	516.466
3	6	0	519.066	518.021
3	7	0	516.505	515.938
3	8	0	519.758	518.868
3	9	0	516.762	519.309
3	10	0	517.238	516.939
3	11	0	517.427	515.747
3	12	0	517.293	516.723
3	13	0	519.503	515.698
3	14	0	518.125	518.733
3	15	0	519.707	517.912
3	16	0	518.536	516.953
3	17	0	516.528	518.337
3	18	0	519.502	517.786
3	19	0	518.476	518.2
4	0	0	518.559	516.438
4	1	0	516.879	515.794
4	2	0	518.214	519.746
4	3	0	516.27	519.448
4	4	0	519.383	517.542
4	5	0	518.597	516.466
4	6	0	519.066	518.021
4	7	0	516.505	515.938
4	8	0	519.758	518.868
4	9	0	516.762	519.309
4	10	0	517.238	516.939
4	11	0	517.427	515.747
4	12	0	517.293	516.723
4	13	0	519.503	515.698
4	14	0	518.125	518.733
4	15	0	519.707	517.912
4	16	0	518.536	516.953
4	17	0	516.528	518.337
4	18	0	519.502	517.786
4	19	0	518.476	518.2
5	0	0	518.559	516.438
5	1	0	516.879	515.794
5	2	0	518.214	519.746
5	3	0	516.27	519.448
5	4	0	519.383	517.542
5	5	0	518.597	516.466
5	6	0	519.066	518.021
5	7	0	516.505	515.938
5	8	0	519.758	518.868
5	9	0	516.762	519.309
5	10	0	517.238	516.939
5	11	0	517.427	515.747
5	12	0	517.293	516.723
5	13	0	519.503	515.698
5	14	0	518.125	518.733
5	15	0	519.707	517.912
5	16	0	518.536	516.953
5	17	0	516.528	518.337
5	18	0	519.502	517.786
5	19	0	518.476	518.2
6	0	0	518.559	516.438
6	1	0	516.879	515.794
6	2	0	518.214	519.746
6	3	0	516.27	519.448
6	4	0	519.383	517.542
6	5	0	518.597	516.466
6	6	0	519.066	518.021
6	7	0	516.505	515.938
6	8	0	519.758	518.868
6	9	0	516.762	519.309
6	10	0	517.238	516.939
6	11	0	517.427	515.747
6	12	0	517.293	516.723
6	13	0	519.503	515.698
6	14	0	518.125	518.733
6	15	0	519.707	517.912
6	16	0	518.536	516.953
6	17	0	516.528	518.337
6	18	0	519.502	517.786
6	19	0	518.476	518.2
7	0	0	518.559	516.438
7	1	0	516.879	515.794
7	2	0	518.214	519.746
7	3	0	516.27	519.448
7	4	0	519.383	517.542
7	5	0	518.597	516.466
7	6	0	519.066	518.021
7	7	0	516.505	515.938
7	8	0	519.758	518.868
7	9	0	516.762	519.309
7	10	0	517.238	516.939
