1	0	0	518.559	518.551
1	1	0	516.879	519.531
1	2	0	518.214	518.89
1	3	0	516.27	517.614
1	4	0	519.383	516.674
1	5	0	518.597	517.548
1	6	0	519.066	519.044
1	7	0	516.505	517.834
1	8	0	519.758	516.249
1	9	0	516.762	519.319
1	10	0	517.238	516.558
1	11	0	517.427	519.048
1	12	0	517.293	518.1
1	13	0	519.503	516.651
1	14	0	518.125	518.89
1	15	0	519.707	518.894
1	16	0	518.536	517.465
1	17	0	516.528	517.938
1	18	0	519.502	518.917
1	19	0	518.476	519.154
2	0	0	518.559	518.551
2	1	0	516.879	519.531
2	2	0	518.214	518.89
2	3	0	516.27	517.614
2	4	0	519.383	516.674
2	5	0	518.597	517.548
2	6	0	519.066	519.044
2	7	0	516.505	517.834
2	8	0	519.758	516.249
2	9	0	516.762	519.319
2	10	0	517.238	516.558
2	11	0	517.427	519.048
2	12	0	517.293	518.1
2	13	0	519.503	516.651
2	14	0	518.125	518.89
2	15	0	519.707	518.894
2	16	0	518.536	517.465
2	17	0	516.528	517.938
2	18	0	519.502	518.917
2	19	0	518.476	519.154
3	0	0	518.559	518.551
3	1	0	516.879	519.531
3	2	0	518.214	518.89
3	3	0	516.27	517.614
3	4	0	519.383	516.674
3	5	0	518.597	517.548
3	6	0	519.066	519.044
3	7	0	516.505	517.834
3	8	0	519.758	516.249
3	9	0	516.762	519.319
3	10	0	517.238	516.558
3	11	0	517.427	519.048
3	12	0	517.293	518.1
3	13	0	519.503	516.651
3	14	0	518.125	518.89
3	15	0	519.707	518.894
3	16	0	518.536	517.465
3	17	0	516.528	517.938
3	18	0	519.502	518.917
3	19	0	518.476	519.154
4	0	0	518.559	518.551
4	1	0	516.879	519.531
4	2	0	518.214	518.89
4	3	0	516.27	517.614
4	4	0	519.383	516.674
4	5	0	518.597	517.548
4	6	0	519.066	519.044
4	7	0	516.505	517.834
4	8	0	519.758	516.249
4	9	0	516.762	519.319
4	10	0	517.238	516.558
4	11	0	517.427	519.048
4	12	0	517.293	518.1
4	13	0	519.503	516.651
4	14	0	518.125	518.89
4	15	0	519.707	518.894
4	16	0	518.536	517.465
4	17	0	516.528	517.938
4	18	0	519.502	518.917
4	19	0	518.476	519.154
5	0	0	518.559	518.551
5	1	0	516.879	519.531
5	2	0	518.214	518.89
5	3	0	516.27	517.614
5	4	0	519.383	516.674
